Restaurant,Location,Cuisines,AverageCost,MinimumOrder,Rating,Votes,Reviews,DeliveryTime
ID2105,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan","North Indian, Chinese",250,50,3.4,45,19,30
ID7681,"Rmz Centennial, I Gate, Whitefield","Bakery, Desserts",250,50,4.4,223,195,45
ID7007,Majestic,"Fast Food, Desserts, Beverages",200,50,NEW,,,30
ID3665,"Delhi Administration Flats, Timarpur",Rolls,150,50,NEW,,,30
ID4883,"Delhi Administration Flats, Timarpur","Bakery, Desserts, Fast Food",200,50,4.3,1739,823,30
ID576,"Sector 1, Noida","North Indian, Thai, Chinese, Continental",650,50,4.1,686,484,65
ID4168,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan","North Indian, Chinese",150,99,4.3,321,178,30
ID6670,"FTI College, Law College Road, Pune","North Indian, Fast Food, Chinese, Maharashtrian",250,50,,,,30
ID2772,"Rmz Centennial, I Gate, Whitefield","Chinese, Continental, Italian, Healthy Food, Asian, North Indian, Pizza, Desserts",200,50,3.8,201,90,45
ID3149,"FTI College, Law College Road, Pune",Chinese,150,50,3.5,11,2,30
ID152,"Rmz Centennial, I Gate, Whitefield","North Indian, Chinese, Seafood, Biryani",250,50,,,,30
ID8122,Delhi Cantt.,Chinese,150,50,3.2,7,,30
ID7041,"Mico Layout, Stage 2, BTM Layout,Bangalore",South Indian,150,50,NEW,,,30
ID570,"Panjetan Colony, Malakpet, Hyderabad",South Indian,50,50,,,,30
ID2181,"DBlock, Sector 63, Noida","North Indian, Mughlai, Chinese, Momos",350,99,4.1,128,107,45
ID5872,"Noorkhan Bazaar, Malakpet, Hyderabad","North Indian, Chinese",300,50,3.6,51,17,30
ID7689,"DBlock, Sector 63, Noida","Chinese, Thai",200,50,3.3,362,172,65
ID1579,"Delhi High Court, India Gate","North Indian, Mughlai",350,50,3.8,220,79,45
ID6941,"FTI College, Law College Road, Pune",Street Food,50,50,3.5,18,15,30
ID689,"Delhi Administration Flats, Timarpur","Pizza, Continental, Fast Food",200,50,3.3,22,10,30
ID7085,Majestic,South Indian,100,50,3.4,9,3,30
ID2227,"Babarpur, New Delhi, Delhi","North Indian, Chinese, Momos",300,50,3.6,213,96,65
ID4703,Delhi UniversityGTB Nagar,"Chinese, Fast Food",200,50,3.3,52,15,30
ID4075,"Mico Layout, Stage 2, BTM Layout,Bangalore",Fast Food,100,50,,,,30
ID6900,"Delhi High Court, India Gate","Pizza, Bakery",200,50,4.0,746,328,45
ID543,"Gora Bazar, Rajbari, North Dumdum, Kolkata","North Indian, Chinese",250,50,,,,30
ID4898,"Delhi Administration Flats, Timarpur",Ice Cream,100,50,3.4,117,68,30
ID7481,Delhi Cantt.,Thai,400,299,4.2,368,136,65
ID8418,"DBlock, Sector 63, Noida","North Indian, Chinese",200,50,2.5,248,94,65
ID3969,"Sector 1, Noida","Beverages, Desserts",200,50,4.0,341,248,30
ID2907,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan","Desserts, Ice Cream, Beverages",150,50,3.8,62,13,30
ID4254,"Mico Layout, Stage 2, BTM Layout,Bangalore","Beverages, Ice Cream",100,50,4.1,168,14,45
ID3530,Majestic,"Bakery, Desserts, Ice Cream",200,50,3.8,72,28,45
ID4239,Majestic,"South Indian, North Indian, Chinese, Street Food",200,50,3.4,40,19,30
ID4088,Delhi Cantt.,"Mughlai, North Indian",100,50,3.1,5,,30
ID1363,"Mico Layout, Stage 2, BTM Layout,Bangalore","Bakery, Desserts",150,50,4.1,63,23,30
ID1110,"MG Road, Pune","Mithai, Street Food",50,50,4.3,204,95,30
ID6629,"Rmz Centennial, I Gate, Whitefield",Beverages,150,50,3.6,14,,30
ID7674,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan","North Indian, Chinese",500,50,3.9,124,90,30
ID1584,Majestic,"Fast Food, Beverages, Desserts",100,50,3.6,19,8,30
ID5355,"Sector 63A,Gurgaon","Biryani, North Indian",200,50,3.2,6,2,30
ID7142,"Tiretti, Kolkata","Cafe, Desserts",300,50,4.3,1330,520,30
ID1302,"FTI College, Law College Road, Pune","Cafe, Desserts, Fast Food, Beverages",200,50,NEW,,,30
ID8436,"DBlock, Sector 63, Noida","Biryani, North Indian",200,50,3.3,26,15,65
ID5157,"Moulali, Kolkata","Biryani, Mughlai, North Indian",150,50,3.2,5,1,30
ID7880,"Yerawada, Pune, Maharashtra","Cafe, Fast Food",300,50,3.9,95,53,45
ID3615,Delhi Cantt.,"Chinese, North Indian",150,50,3.2,7,3,30
ID7259,"Sector 63A,Gurgaon",South Indian,100,50,NEW,,,30
ID2875,"DBlock, Sector 63, Noida","North Indian, Chinese",200,50,3.7,51,33,30
ID5122,"Tiretti, Kolkata","North Indian, Bengali, Fast Food",200,50,,,,30
ID4421,"Babarpur, New Delhi, Delhi","South Indian, Fast Food",100,50,3.4,20,2,30
ID3193,Majestic,"Ice Cream, Desserts",100,50,3.8,25,6,30
ID6198,"MG Road, Pune",Rolls,100,50,3.6,94,15,30
ID8010,"Sandhurst Road, Mumbai CST Area","Italian, Fast Food",200,50,4.0,256,158,45
ID6623,Mumbai Central,"Lebanese, Fast Food, Beverages",150,50,3.6,29,12,45
ID4245,"MG Road, Pune","Pizza, Italian, Beverages",250,0,3.7,202,89,30
ID5147,"Babarpur, New Delhi, Delhi","North Indian, Mughlai",200,50,NEW,,,30
ID3407,"FTI College, Law College Road, Pune","North Indian, Street Food",100,50,3.7,13,3,30
ID7106,"Sector 1, Noida",North Indian,100,50,,,,30
ID6758,Mumbai Central,"North Indian, South Indian, Chinese, Fast Food, Beverages",200,50,3.4,59,23,45
ID5640,Pune University,North Indian,200,50,4.0,483,90,45
ID3644,"Delhi Administration Flats, Timarpur","Fast Food, Beverages",200,50,3.3,9,4,30
ID231,"Delhi High Court, India Gate","North Indian, South Indian, Chinese",250,50,3.7,107,41,65
ID5861,"FTI College, Law College Road, Pune","Maharashtrian, Street Food",100,50,3.0,9,3,30
ID5316,"DBlock, Sector 63, Noida",Healthy Food,200,50,3.8,60,18,45
ID2137,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan","Chinese, North Indian",200,50,2.8,38,8,45
ID5376,"Sector 1, Noida","South Indian, Chinese",150,50,3.6,34,5,30
ID4450,Majestic,"Fast Food, Beverages",200,50,3.3,75,11,45
ID6912,Delhi UniversityGTB Nagar,"North Indian, Chinese",500,50,4.2,466,268,45
ID2080,Delhi UniversityGTB Nagar,"Fast Food, Desserts, Beverages",200,50,4.1,100,60,30
ID8088,"Babarpur, New Delhi, Delhi","Pizza, Fast Food",200,50,3.5,29,7,30
ID624,Delhi UniversityGTB Nagar,BBQ,150,50,3.2,7,2,30
ID5634,"MG Road, Pune","Cafe, American, Continental",200,50,4.2,175,105,30
ID7139,Mumbai Central,"Chinese, Mughlai, North Indian",250,50,3.1,6,1,30
ID4544,Delhi UniversityGTB Nagar,"Bakery, Fast Food",150,50,3.4,28,8,30
ID1074,Mumbai Central,"Mithai, Fast Food",150,50,3.5,6,2,30
ID1140,"Babarpur, New Delhi, Delhi","American, Fast Food",200,50,3.9,312,63,30
ID4833,"Rmz Centennial, I Gate, Whitefield","Chinese, Momos, Seafood",250,50,4.0,25,13,30
ID4966,"Sector 1, Noida","Biryani, North Indian",250,50,,,,30
ID3398,"Rmz Centennial, I Gate, Whitefield","Kerala, South Indian, Chinese",200,50,3.8,49,9,30
ID3864,"Dockyard Road, Mumbai CST Area","North Indian, Chinese",200,50,3.3,12,4,30
ID3478,"Mico Layout, Stage 2, BTM Layout,Bangalore","Fast Food, North Indian",200,50,3.4,37,12,65
ID392,"Sector 3, Marathalli","Andhra, Biryani, North Indian, Beverages",150,50,3.6,62,30,30
ID6246,"Sector 3, Marathalli","North Indian, Chinese",200,50,3.1,6,3,30
ID853,"Nathan Road, Mangaldas Road, Pune","Fast Food, North Indian",150,50,3.4,15,8,45
ID1480,Majestic,Fast Food,100,50,3.9,30,11,45
ID5541,"Sector 3, Marathalli","North Indian, Mughlai",200,50,NEW,,,30
ID7433,"Yerawada, Pune, Maharashtra","North Indian, Mughlai, Biryani",550,50,4.6,473,294,30
ID2639,"Mico Layout, Stage 2, BTM Layout,Bangalore","North Indian, Chinese",150,50,,,,45
ID625,"Delhi High Court, India Gate",North Indian,100,50,3.7,225,30,45
ID1049,Delhi Cantt.,"Bakery, Desserts, Continental",250,50,3.8,154,95,30
ID4720,Delhi Cantt.,"Pizza, Burger, Continental, Fast Food, Desserts",400,50,4.1,254,205,45
ID8025,"Mico Layout, Stage 2, BTM Layout,Bangalore","South Indian, Kerala, Chinese",100,50,3.3,8,3,45
ID7564,"Delhi High Court, India Gate","Biryani, North Indian",150,50,NEW,,,30
ID5925,"Rmz Centennial, I Gate, Whitefield","North Indian, Fast Food",200,50,,,,30
ID7302,Pune University,"Finger Food, Continental, Italian",700,50,4.3,1105,630,45
ID4391,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan","Mediterranean, Lebanese, Fast Food, Healthy Food",300,50,4.2,50,38,30
ID3869,"Chandni Chowk, Kolkata",North Indian,200,50,3.6,106,32,30
ID7629,"Sector 14, Noida","Chinese, South Indian",200,50,3.9,178,67,45
ID2901,"Mico Layout, Stage 2, BTM Layout,Bangalore","North Indian, Biryani, Chinese, Arabian",200,50,3.3,11,5,30
ID749,Delhi UniversityGTB Nagar,Biryani,150,50,3.5,219,65,30
ID2335,Delhi UniversityGTB Nagar,South Indian,200,50,3.2,185,22,30
ID5872,"Panjetan Colony, Malakpet, Hyderabad","North Indian, Chinese",300,50,3.6,51,17,30
ID3237,"Mico Layout, Stage 2, BTM Layout,Bangalore","Fast Food, Chinese, Italian",250,50,3.5,10,6,30
ID5255,"Rmz Centennial, I Gate, Whitefield","North Indian, Chinese",150,50,3.3,8,,30
ID2883,"Babarpur, New Delhi, Delhi","Mithai, Chinese, North Indian, South Indian, Street Food",200,50,3.3,34,14,30
ID5962,"Mico Layout, Stage 2, BTM Layout,Bangalore","North Indian, Chinese, Italian, American, Arabian, Continental, Mithai, Beverages",100,50,NEW,,,30
ID814,"Sector 14, Noida","Pizza, Italian, Beverages, American, Fast Food, Desserts",350,50,NEW,,,30
ID617,"DBlock, Sector 63, Noida","Pizza, Italian, Fast Food",400,50,4.1,,,30
ID5935,"FTI College, Law College Road, Pune",Maharashtrian,100,50,,,,30
ID1400,"Yerawada, Pune, Maharashtra",Juices,50,50,3.6,24,10,30
ID3373,"FTI College, Law College Road, Pune","North Indian, South Indian, Street Food, Chinese",250,99,,,,30
ID8511,"Delhi High Court, India Gate","Momos, Fast Food",200,99,3.7,159,113,30
ID4026,Delhi UniversityGTB Nagar,North Indian,100,50,3.6,278,72,30
ID1004,"Sandhurst Road, Mumbai CST Area","Fast Food, Sandwich",100,50,3.0,4,1,30
ID5843,Pune University,Fast Food,200,99,3.4,135,38,65
ID987,"Sector 3, Marathalli","Coffee, Beverages, Sandwich",200,50,NEW,,,30
ID1104,"Mico Layout, Stage 2, BTM Layout,Bangalore",Biryani,150,50,3.3,8,,30
ID1207,Pune University,"Cafe, Fast Food, Desserts, Beverages",200,50,2.8,77,26,45
ID8399,Delhi UniversityGTB Nagar,Desserts,150,50,4.3,497,262,45
ID5198,Delhi UniversityGTB Nagar,North Indian,100,50,3.2,6,1,30
ID7750,"Sandhurst Road, Mumbai CST Area","Asian, Biryani, North Indian, Desserts",200,50,4.1,53,45,45
ID7119,"Sector 3, Marathalli","North Indian, Chinese",200,50,,,,30
ID3006,"Delhi Administration Flats, Timarpur","North Indian, Chinese, Fast Food",350,50,3.8,441,207,30
ID3753,"Sector 1, Noida","Mughlai, North Indian, Chinese",450,99,3.9,601,400,45
ID82,"Hyderabad Public School, Begumpet","South Indian, Hyderabadi",200,50,3.2,7,2,30
ID1164,Pune University,"Cafe, Continental, Salad, Italian, Fast Food, Desserts, Beverages",350,50,4.3,418,220,30
ID7390,"Mico Layout, Stage 2, BTM Layout,Bangalore","Lebanese, Kebab",150,50,3.8,45,26,30
ID3301,"Delhi Administration Flats, Timarpur",Chinese,200,50,3.7,135,41,45
ID4151,"Mico Layout, Stage 2, BTM Layout,Bangalore","Desserts, Beverages",150,50,4.1,274,115,30
ID6276,"Sector 14, Noida",Bakery,100,50,3.5,36,12,65
ID898,Pune University,"North Indian, Biryani",150,50,3.1,36,4,30
ID244,Mumbai Central,"Rolls, Sandwich, Fast Food, Beverages",200,50,3.7,267,64,30
ID4587,Delhi UniversityGTB Nagar,"North Indian, Street Food",200,99,3.1,6,1,30
ID3312,Mumbai Central,"Fast Food, Beverages",150,50,3.5,45,8,30
ID5276,Delhi Cantt.,"Chinese, Thai, Tibetan, Momos, Asian",300,50,NEW,,,30
ID8270,"Delhi Administration Flats, Timarpur","Street Food, Chinese, North Indian",100,50,3.5,31,6,30
ID2788,Delhi Cantt.,Bakery,400,50,4.0,48,30,30
ID5964,"Dockyard Road, Mumbai CST Area",North Indian,250,50,4.0,353,176,30
ID7350,"Mico Layout, Stage 2, BTM Layout,Bangalore","Biryani, Rolls",100,50,3.3,7,5,30
ID149,"Tiretti, Kolkata",North Indian,150,50,3.8,287,26,45
ID6126,"Sector 3, Marathalli","Chinese, North Indian, Fast Food",150,50,3.6,128,22,45
ID1220,Majestic,"Cafe, Fast Food, Desserts",250,50,3.6,17,10,30
ID6027,"Nathan Road, Mangaldas Road, Pune","Street Food, Fast Food",200,50,3.2,74,41,30
ID1205,"Nathan Road, Mangaldas Road, Pune","Ice Cream, Desserts, Fast Food",200,50,2.8,35,14,30
ID4354,"DBlock, Sector 63, Noida","Chinese, North Indian",150,50,,,,30
ID1738,"FTI College, Law College Road, Pune","Chinese, Seafood, Thai, North Indian",300,50,,,,30
ID7930,"FTI College, Law College Road, Pune","North Indian, Maharashtrian, Chinese",300,50,,,,30
ID5468,"MG Road, Pune",Street Food,150,50,4.0,134,103,30
ID1598,"Mico Layout, Stage 2, BTM Layout,Bangalore","Bakery, Continental, Pizza, Desserts",150,50,3.7,29,8,120
ID466,"Sector 14, Noida","Beverages, Street Food",100,50,3.0,4,2,30
ID3746,"Tiretti, Kolkata","Chinese, Fast Food",150,50,,,,30
ID208,"Babarpur, New Delhi, Delhi","Mithai, Bakery",150,50,,,,30
ID3595,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",North Indian,250,99,,,,30
ID7965,"BTM Layout 1, Electronic City","Mithai, North Indian, Street Food",100,50,3.8,62,21,30
ID6421,"Babarpur, New Delhi, Delhi",Biryani,100,50,3.3,22,2,30
ID1278,Pune University,"Cafe, Asian, Italian, Salad, Beverages, Desserts, Fast Food",350,50,4.1,1485,860,45
ID3766,"Dockyard Road, Mumbai CST Area",Biryani,150,50,3.4,14,11,30
ID3741,Mumbai Central,"North Indian, Chinese, Mughlai",200,50,3.9,37,32,30
ID6087,"MG Road, Pune","North Indian, Chinese, Street Food",200,50,,,,30
ID6260,"Nathan Road, Mangaldas Road, Pune",North Indian,100,50,,,,30
ID4535,"Mico Layout, Stage 2, BTM Layout,Bangalore","Kerala, Chinese, Fast Food",200,50,3.3,4,2,30
ID6256,"MG Road, Pune",Street Food,100,50,,,,30
ID2857,"Sector 1, Noida","North Indian, Chinese",750,50,4.2,424,278,30
ID1372,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan","Bakery, Desserts",150,50,NEW,,,30
ID3952,"Delhi High Court, India Gate","North Indian, Chinese, Kebab",100,50,,,,30
ID5468,"Yerawada, Pune, Maharashtra",Street Food,150,50,4.0,134,103,30
ID2016,"DBlock, Sector 63, Noida","North Indian, Chinese",400,50,,,,30
ID6179,"Moulali, Kolkata","Fast Food, Street Food, Desserts, Beverages",100,50,3.7,31,19,30
ID7260,"Sector 14, Noida","North Indian, Mughlai, Beverages, Fast Food",150,50,2.9,,,30
ID2920,"Raja Bazar, Kolkata","Chinese, North Indian",150,50,NEW,,,30
ID1312,"Nathan Road, Mangaldas Road, Pune","Salad, Sandwich, Continental, Healthy Food",200,50,3.5,13,5,30
ID7152,Majestic,"Cafe, North Indian",200,50,4.2,221,133,30
ID1455,"Sector 1, Noida","North Indian, Chinese",200,50,NEW,,,30
ID792,"Delhi High Court, India Gate",North Indian,100,50,3.7,113,33,30
ID6210,"FTI College, Law College Road, Pune",Rolls,100,0,3.3,9,,30
ID5846,"Raja Bazar, Kolkata","Italian, Chinese, American, Bengali, Bangladeshi",200,50,3.0,8,1,30
ID7580,"Tejas Nagar Colony, Wadala West, Mumbai","Chinese, North Indian",200,50,,,,30
ID7200,Mumbai Central,"North Indian, South Indian, Continental, Fast Food, Chinese",300,50,3.8,1060,528,30
ID7920,Delhi UniversityGTB Nagar,"Chinese, Mughlai, North Indian",350,50,4.0,148,72,30
ID501,"Hyderabad Public School, Begumpet","South Indian, North Indian, Chinese",250,50,NEW,,,30
ID3283,"Delhi High Court, India Gate",North Indian,200,50,3.7,419,104,45
ID7294,Delhi UniversityGTB Nagar,Rolls,150,50,3.1,51,20,45
ID4978,"MG Road, Pune",Healthy Food,200,50,3.8,36,21,45
ID64,"Sector 63A,Gurgaon","Chinese, North Indian",200,50,3.5,46,18,30
ID6090,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan","North Indian, Chinese",200,50,3.2,5,3,30
ID8138,"MG Road, Pune","North Indian, Asian, Italian",500,50,4.2,348,215,30
ID7840,"Sector 1, Noida","South Indian, Fast Food",200,50,3.2,8,4,30
ID2152,"Sector 3, Marathalli",North Indian,100,99,3.8,88,28,65
ID1508,"Sector 1, Noida",North Indian,150,50,3.8,130,40,30
ID1240,"Mico Layout, Stage 2, BTM Layout,Bangalore","Cafe, Lebanese",300,50,3.7,25,11,45
ID544,"FTI College, Law College Road, Pune","Chinese, Maharashtrian, North Indian, Hyderabadi",650,50,3.2,13,4,30
ID1922,"MG Road, Pune","Fast Food, Beverages",100,50,,,,30
ID6171,Mumbai Central,Fast Food,100,50,NEW,,,30
ID6467,"Nathan Road, Mangaldas Road, Pune","Sandwich, Fast Food",100,50,4.1,479,235,30
ID8230,"Yerawada, Pune, Maharashtra","Rolls, Chinese",100,50,NEW,,,30
ID4423,"Babarpur, New Delhi, Delhi","North Indian, Fast Food",150,50,3.5,42,15,30
ID858,"DBlock, Sector 63, Noida","North Indian, Chinese, Salad, Continental",500,99,4.3,837,605,45
ID7316,Delhi Cantt.,"Fast Food, Chinese",150,50,,,,30
ID6965,"Yerawada, Pune, Maharashtra","Beverages, Desserts",150,50,3.5,20,2,30
ID4495,"Sandhurst Road, Mumbai CST Area","Juices, Beverages",100,50,3.5,35,6,30
ID1216,"Mico Layout, Stage 2, BTM Layout,Bangalore","Cafe, Chinese, Continental, Fast Food",350,50,4.3,185,105,30
ID6984,"Sector 1, Noida",South Indian,100,50,3.7,36,10,30
ID4306,"Chandni Chowk, Kolkata","Salad, Italian, Burmese, Mexican",200,50,4.0,69,46,30
ID3603,Delhi Cantt.,"North Indian, Mughlai",200,50,3.0,45,9,45
ID128,"Yerawada, Pune, Maharashtra","North Indian, Fast Food",200,50,3.1,5,1,30
ID4771,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan","Chinese, North Indian, Fast Food",200,50,NEW,,,30
ID4534,"DBlock, Sector 63, Noida","Kerala, South Indian, North Indian, Chinese, Seafood, Desserts, Beverages",150,50,4.2,800,389,45
ID5774,Pune University,"European, Mediterranean, North Indian, Asian, Continental",600,50,4.3,2266,1224,65
ID3908,"Nathan Road, Mangaldas Road, Pune","Mithai, Street Food",150,50,,,,30
ID6406,"Tiretti, Kolkata","Biryani, Mughlai",100,50,3.6,353,53,30
ID7270,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan","North Indian, Chinese, Mughlai",300,50,3.8,182,80,65
ID6994,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan","Chinese, Rolls, North Indian",150,50,3.5,18,4,30
ID4240,"Raja Bazar, Kolkata",Fast Food,100,50,,,,30
ID2492,Mumbai Central,"Middle Eastern, Lebanese, Healthy Food",250,50,3.6,345,162,45
ID1568,"DBlock, Sector 63, Noida","North Indian, Chinese",300,50,3.4,74,29,45
ID3434,"Delhi High Court, India Gate","North Indian, Chinese, Mughlai",150,50,,,,30
ID7915,"Sector 14, Noida","Italian, Pizza, Burger",200,50,3.8,78,44,30
ID6922,"MG Road, Pune","Pizza, Salad",250,99,2.5,285,97,45
ID8264,"FTI College, Law College Road, Pune",Street Food,50,50,3.4,8,2,30
ID4898,Delhi UniversityGTB Nagar,Ice Cream,100,50,3.4,117,68,30
ID4599,"FTI College, Law College Road, Pune","Bakery, Desserts",200,50,3.7,42,20,120
ID4416,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan","Fast Food, Beverages",200,50,,,,45
ID6579,"Sector 14, Noida","North Indian, Mughlai, Chinese, Biryani",200,50,,,,30
ID2539,Pune University,"North Indian, Chinese, South Indian",150,50,3.1,5,,30
ID7441,"Delhi Administration Flats, Timarpur","North Indian, Fast Food, Italian",600,50,3.6,889,571,65
ID8000,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan","North Indian, Fast Food, Chinese",200,50,3.7,,,30
ID4670,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan","Asian, Continental, North Indian, Chinese, Salad, Healthy Food, Italian",350,50,4.5,439,201,65
ID8114,"Sector 1, Noida","North Indian, Mughlai, Chinese",250,50,3.6,75,41,30
ID5392,"Mico Layout, Stage 2, BTM Layout,Bangalore","Cafe, Italian, Mexican, Chinese",250,50,3.8,692,448,45
ID151,"Rmz Centennial, I Gate, Whitefield","Andhra, Biryani, South Indian",150,50,3.0,136,61,30
ID5661,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan","North Indian, Mughlai",100,50,3.5,35,9,45
ID3148,"Rmz Centennial, I Gate, Whitefield","Bakery, Desserts",200,50,4.0,197,120,30
ID4254,Majestic,"Beverages, Ice Cream",100,50,3.9,39,14,30
ID5090,"Nathan Road, Mangaldas Road, Pune","Fast Food, Italian, Beverages",200,50,3.9,327,173,45
ID5066,"Babarpur, New Delhi, Delhi",Street Food,100,50,3.1,4,1,30
ID1036,"Delhi Administration Flats, Timarpur","North Indian, Thai, Goan, Mughlai, Seafood",200,99,4.1,,,30
ID7004,"DBlock, Sector 63, Noida","Chinese, Fast Food, North Indian",100,50,NEW,,,30
ID3711,"Nathan Road, Mangaldas Road, Pune","Fast Food, North Indian, Beverages",150,50,3.1,10,3,30
ID7695,"MG Road, Pune","Turkish, Healthy Food, Wraps",300,50,3.8,88,31,30
ID2327,"Delhi Administration Flats, Timarpur",South Indian,100,50,NEW,,,30
ID6569,"Jaya Nagar, Saidabad, Hyderabad","South Indian, North Indian",100,50,3.4,148,15,45
ID1462,Delhi UniversityGTB Nagar,Fast Food,100,50,3.5,151,21,30
ID6247,"MG Road, Pune","Street Food, Beverages",200,50,3.6,36,15,30
ID3680,"Noorkhan Bazaar, Malakpet, Hyderabad","Biryani, Andhra, South Indian, Chinese",150,99,3.7,248,47,45
ID5835,"Dockyard Road, Mumbai CST Area",Lebanese,100,50,3.9,127,39,45
ID6390,"Rmz Centennial, I Gate, Whitefield","North Indian, Chinese, Biryani",150,50,3.4,10,8,45
ID2019,"FTI College, Law College Road, Pune",South Indian,100,50,3.4,21,3,30
ID965,"Jaya Nagar, Saidabad, Hyderabad","Fast Food, Beverages",200,50,3.3,15,3,30
ID1842,"MG Road, Pune",Cafe,350,50,3.5,52,30,45
ID812,"DBlock, Sector 63, Noida","Burger, Fast Food",200,50,3.7,31,30,30
ID2940,"DBlock, Sector 63, Noida","North Indian, Healthy Food, Wraps, Sandwich, Salad, Mexican",200,99,4.0,219,114,45
ID1184,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan","North Indian, Chinese",250,50,3.6,22,8,30
ID4612,"DBlock, Sector 63, Noida","North Indian, Street Food",100,50,3.3,66,16,30
ID5857,"FTI College, Law College Road, Pune","Biryani, North Indian",100,50,NEW,,,30
ID5777,"Noorkhan Bazaar, Malakpet, Hyderabad",South Indian,100,50,3.0,6,1,30
ID5701,Delhi Cantt.,"Pizza, Fast Food, Chinese",200,50,3.5,23,4,30
ID6690,"Mico Layout, Stage 2, BTM Layout,Bangalore","Mangalorean, Seafood, North Indian",550,50,3.6,53,23,30
ID4242,"FTI College, Law College Road, Pune","Maharashtrian, Beverages",100,50,,,,30
ID2214,Delhi Cantt.,North Indian,800,50,4.3,601,511,30
ID6756,"Tejas Nagar Colony, Wadala West, Mumbai","North Indian, South Indian, Chinese, Street Food",200,50,2.4,68,47,30
ID5705,"Babarpur, New Delhi, Delhi","Fast Food, Pizza",200,50,3.7,59,10,30
ID5084,"Nathan Road, Mangaldas Road, Pune","Ice Cream, Desserts",100,50,4.4,392,175,65
ID6399,Mumbai Central,"South Indian, North Indian, Chinese, Fast Food",250,50,4.0,84,39,30
ID4213,"DBlock, Sector 63, Noida","Fast Food, Beverages",200,50,3.7,119,73,30
ID473,Delhi Cantt.,"Chinese, North Indian",150,50,3.3,14,4,30
ID1773,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan","Mithai, North Indian",150,50,2.8,20,4,30
ID2741,"Delhi High Court, India Gate",North Indian,100,50,3.2,10,,30
ID7860,Delhi UniversityGTB Nagar,"Rolls, North Indian, Mughlai",250,50,,,,30
ID5275,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",Chinese,100,50,NEW,,,30
ID2940,"Delhi High Court, India Gate","North Indian, Healthy Food, Wraps, Sandwich, Salad, Mexican",200,99,4.0,429,189,45
ID7395,"Sector 63A,Gurgaon","North Indian, Fast Food",200,50,3.2,6,2,30
ID2332,"DBlock, Sector 63, Noida","South Indian, North Indian",100,50,,,,30
ID6411,"Sector 14, Noida","Healthy Food, Salad, Juices",400,50,4.1,91,46,45
ID3313,"DBlock, Sector 63, Noida","Chinese, Fast Food, Beverages, North Indian",150,50,NEW,,,30
ID2744,Delhi Cantt.,"North Indian, Chinese",200,50,3.5,139,40,45
ID8435,"Rmz Centennial, I Gate, Whitefield","Bakery, Desserts",200,50,4.0,56,30,65
ID4257,"FTI College, Law College Road, Pune","Cafe, Desserts, Fast Food",100,50,4.1,129,37,30
ID3658,"Yerawada, Pune, Maharashtra",Bakery,100,50,3.6,21,15,45
ID2947,"Delhi High Court, India Gate","Chinese, North Indian, Mughlai, Continental",650,50,4.1,1144,704,65
ID8573,"MG Road, Pune","Pizza, Italian",250,50,4.1,29,20,30
ID8418,Delhi UniversityGTB Nagar,"North Indian, Rolls",150,50,3.0,668,173,45
ID5436,"Mico Layout, Stage 2, BTM Layout,Bangalore","Kerala, South Indian, Biryani, Seafood",150,50,3.7,19,14,30
ID188,"Sector 1, Noida","North Indian, Mughlai, Beverages",150,50,3.1,61,24,30
ID4360,Pune University,"Italian, Mexican, Salad, Juices",850,50,4.4,2649,1131,45
ID3229,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",Pizza,200,50,3.5,38,5,30
ID670,"Delhi Administration Flats, Timarpur",Sandwich,100,50,3.1,7,1,30
ID418,"Sandhurst Road, Mumbai CST Area","North Indian, South Indian, Street Food, Chinese, Beverages",400,50,3.5,92,56,30
ID5656,"MG Road, Pune","North Indian, Mughlai, Kebab, Chinese, Desserts",300,50,3.5,107,56,45
ID5249,"Yerawada, Pune, Maharashtra",Chinese,100,50,NEW,,,30
ID4220,"DBlock, Sector 63, Noida","North Indian, Chinese",150,50,2.6,20,10,65
ID3860,"DBlock, Sector 63, Noida",North Indian,100,50,3.6,52,18,30
ID3920,"Yerawada, Pune, Maharashtra","Asian, Continental, North Indian",450,50,4.4,2709,1616,45
ID6233,"Sector 3, Marathalli","Chinese, Rolls",150,50,,,,30
ID1483,"FTI College, Law College Road, Pune","Street Food, Beverages",100,50,,,,30
