jobs,gender,salary,age,number of workers,working hours
Mechanical Worker,man,4000,25 ~ 29,"13,497",201.3
Mechanical Worker,man,4000,30 ~ 34,"19,492",193.1
Mechanical Worker,man,4000,35 ~ 39,"25,785",193.2
Mechanical Worker,man,4000,40 ~ 44,"21,929",193.4
Mechanical Worker,man,4000,45 ~ 49,"21,627",196.2
Mechanical Worker,man,4000,50 ~ 54,"23,692",193.9
Mechanical Worker,man,4000,55 ~ 59,"19,917",196.1
Mechanical Worker,man,4000,60 ~,"8,698",197.4
Mechanical Worker,man,4500,all,"117,499",196.6
Mechanical Worker,man,4500,~ 19,42,173.2
Mechanical Worker,man,4500,20 ~ 24,"1,557",206.1
Mechanical Worker,man,4500,25 ~ 29,"7,153",199.3
Mechanical Worker,man,4500,30 ~ 34,"13,041",193.7
Mechanical Worker,man,4500,35 ~ 39,"19,340",196
Mechanical Worker,man,4500,40 ~ 44,"16,620",192.3
Mechanical Worker,man,4500,45 ~ 49,"18,774",197.6
Mechanical Worker,man,4500,50 ~ 54,"18,675",197.8
Mechanical Worker,man,4500,55 ~ 59,"16,620",198.9
Mechanical Worker,man,4500,60 ~,"5,677",198.2
Mechanical Worker,man,5000,all,"79,421",194.1
Mechanical Worker,man,5000,~ 19,61,189.3
Mechanical Worker,man,5000,20 ~ 24,866,185.1
Mechanical Worker,man,5000,25 ~ 29,"4,897",192.5
Mechanical Worker,man,5000,30 ~ 34,"7,933",191.2
Mechanical Worker,man,5000,35 ~ 39,"14,089",190.6
Mechanical Worker,man,5000,40 ~ 44,"12,890",195.6
Mechanical Worker,man,5000,45 ~ 49,"13,099",193
Mechanical Worker,man,5000,50 ~ 54,"11,689",198.3
Mechanical Worker,man,5000,55 ~ 59,"11,206",196.6
Mechanical Worker,man,5000,60 ~,"2,691",194.9
Mechanical Worker,man,6000,all,"100,554",190.1
Mechanical Worker,man,6000,~ 19,88,201.8
Mechanical Worker,man,6000,20 ~ 24,937,194.3
Mechanical Worker,man,6000,25 ~ 29,"5,206",191.1
Mechanical Worker,man,6000,30 ~ 34,"9,141",192
Mechanical Worker,man,6000,35 ~ 39,"17,444",189.7
Mechanical Worker,man,6000,40 ~ 44,"18,527",188.9
Mechanical Worker,man,6000,45 ~ 49,"19,137",190.6
Mechanical Worker,man,6000,50 ~ 54,"15,976",191.6
Mechanical Worker,man,6000,55 ~ 59,"11,797",189
Mechanical Worker,man,6000,60 ~,"2,300",184
Mechanical Worker,man,10000,all,"159,635",186
Mechanical Worker,man,10000,~ 19,55,215.7
Mechanical Worker,man,10000,20 ~ 24,547,210.6
Mechanical Worker,man,10000,25 ~ 29,"3,376",202.4
Mechanical Worker,man,10000,30 ~ 34,"8,125",195.5
Mechanical Worker,man,10000,35 ~ 39,"16,233",190.7
Mechanical Worker,man,10000,40 ~ 44,"20,034",188.5
Mechanical Worker,man,10000,45 ~ 49,"33,610",187.8
Mechanical Worker,man,10000,50 ~ 54,"44,314",182.9
Mechanical Worker,man,10000,55 ~ 59,"31,478",179.8
Mechanical Worker,man,10000,60 ~,"1,863",180.4
Mechanical Worker,woman,all,all,"289,718",174.8
Mechanical Worker,woman,all,~ 19,"1,998",163
Mechanical Worker,woman,all,20 ~ 24,"12,030",177.4
Mechanical Worker,woman,all,25 ~ 29,"26,221",174.3
Mechanical Worker,woman,all,30 ~ 34,"26,836",175.5
Mechanical Worker,woman,all,35 ~ 39,"24,737",172.5
Mechanical Worker,woman,all,40 ~ 44,"29,288",174.7
Mechanical Worker,woman,all,45 ~ 49,"50,598",176.8
Mechanical Worker,woman,all,50 ~ 54,"59,573",176.4
Mechanical Worker,woman,all,55 ~ 59,"40,125",173.7
Mechanical Worker,woman,all,60 ~,"18,311",169.3
Mechanical Worker,woman,800,all,"3,597",79.4
Mechanical Worker,woman,800,~ 19,33,35
Mechanical Worker,woman,800,20 ~ 24,159,108.3
Mechanical Worker,woman,800,25 ~ 29,354,96.9
Mechanical Worker,woman,800,30 ~ 34,432,75.2
Mechanical Worker,woman,800,35 ~ 39,376,102.9
Mechanical Worker,woman,800,40 ~ 44,358,102.7
Mechanical Worker,woman,800,45 ~ 49,717,54.7
Mechanical Worker,woman,800,50 ~ 54,383,79.9
Mechanical Worker,woman,800,55 ~ 59,486,49.6
Mechanical Worker,woman,800,60 ~,299,103.7
Mechanical Worker,woman,900,all,"1,188",86
Mechanical Worker,woman,900,~ 19,67,104
Mechanical Worker,woman,900,20 ~ 24,78,100.8
Mechanical Worker,woman,900,25 ~ 29,12,76.3
Mechanical Worker,woman,900,30 ~ 34,69,75.6
Mechanical Worker,woman,900,35 ~ 39,201,104
Mechanical Worker,woman,900,40 ~ 44,149,87.9
Mechanical Worker,woman,900,45 ~ 49,236,65.6
Mechanical Worker,woman,900,50 ~ 54,178,92.4
Mechanical Worker,woman,900,55 ~ 59,123,77.4
Mechanical Worker,woman,900,60 ~,76,77.2
Mechanical Worker,woman,1000,all,"1,272",102.7
Mechanical Worker,woman,1000,~ 19,136,111.6
Mechanical Worker,woman,1000,20 ~ 24,2,84
Mechanical Worker,woman,1000,25 ~ 29,107,100.2
Mechanical Worker,woman,1000,30 ~ 34,107,99.6
Mechanical Worker,woman,1000,35 ~ 39,144,106.7
Mechanical Worker,woman,1000,40 ~ 44,248,100.5
Mechanical Worker,woman,1000,45 ~ 49,69,88
Mechanical Worker,woman,1000,50 ~ 54,26,63.4
Mechanical Worker,woman,1000,55 ~ 59,332,119.6
Mechanical Worker,woman,1000,60 ~,103,62.2
Mechanical Worker,woman,1100,all,997,100.8
Mechanical Worker,woman,1100,~ 19,6,80
Mechanical Worker,woman,1100,20 ~ 24,6,69.4
Mechanical Worker,woman,1100,25 ~ 29,9,88.7
Mechanical Worker,woman,1100,30 ~ 34,189,98.6
Mechanical Worker,woman,1100,35 ~ 39,80,130.7
Mechanical Worker,woman,1100,40 ~ 44,69,125.5
Mechanical Worker,woman,1100,45 ~ 49,92,95.9
Mechanical Worker,woman,1100,50 ~ 54,100,78.6
Mechanical Worker,woman,1100,55 ~ 59,207,103.8
Mechanical Worker,woman,1100,60 ~,238,95.9
Mechanical Worker,woman,1200,all,"1,825",125.1
Mechanical Worker,woman,1200,~ 19,82,126.1
Mechanical Worker,woman,1200,20 ~ 24,71,134.4
Mechanical Worker,woman,1200,25 ~ 29,144,122.2
Mechanical Worker,woman,1200,30 ~ 34,229,122.4
Mechanical Worker,woman,1200,35 ~ 39,141,114.9
Mechanical Worker,woman,1200,40 ~ 44,240,131
Mechanical Worker,woman,1200,45 ~ 49,267,121.2
Mechanical Worker,woman,1200,50 ~ 54,540,127.3
Mechanical Worker,woman,1200,55 ~ 59,80,118.3
Mechanical Worker,woman,1200,60 ~,32,149.8
Mechanical Worker,woman,1300,all,"1,405",129.5
Mechanical Worker,woman,1300,~ 19,0,0
Mechanical Worker,woman,1300,20 ~ 24,0,0
Mechanical Worker,woman,1300,25 ~ 29,95,102.7
Mechanical Worker,woman,1300,30 ~ 34,55,107.3
Mechanical Worker,woman,1300,35 ~ 39,88,118.6
Mechanical Worker,woman,1300,40 ~ 44,268,135.4
Mechanical Worker,woman,1300,45 ~ 49,285,137.1
Mechanical Worker,woman,1300,50 ~ 54,207,133.3
Mechanical Worker,woman,1300,55 ~ 59,110,140.7
Mechanical Worker,woman,1300,60 ~,298,126
Mechanical Worker,woman,1400,all,"1,396",133.2
Mechanical Worker,woman,1400,~ 19,0,0
Mechanical Worker,woman,1400,20 ~ 24,62,125.8
Mechanical Worker,woman,1400,25 ~ 29,74,140.9
Mechanical Worker,woman,1400,30 ~ 34,178,137.1
Mechanical Worker,woman,1400,35 ~ 39,163,135.1
Mechanical Worker,woman,1400,40 ~ 44,206,125.6
Mechanical Worker,woman,1400,45 ~ 49,296,142.8
Mechanical Worker,woman,1400,50 ~ 54,290,125.3
Mechanical Worker,woman,1400,55 ~ 59,90,130.8
Mechanical Worker,woman,1400,60 ~,38,134.8
Mechanical Worker,woman,1500,all,"2,420",141
Mechanical Worker,woman,1500,~ 19,41,139.3
Mechanical Worker,woman,1500,20 ~ 24,76,138.2
Mechanical Worker,woman,1500,25 ~ 29,98,143.9
Mechanical Worker,woman,1500,30 ~ 34,108,130.5
Mechanical Worker,woman,1500,35 ~ 39,240,142.3
Mechanical Worker,woman,1500,40 ~ 44,249,145.6
Mechanical Worker,woman,1500,45 ~ 49,520,141.3
Mechanical Worker,woman,1500,50 ~ 54,592,138.7
Mechanical Worker,woman,1500,55 ~ 59,399,141.8
Mechanical Worker,woman,1500,60 ~,97,147.2
Mechanical Worker,woman,1600,all,"4,862",147.4
Mechanical Worker,woman,1600,~ 19,29,163.5
Mechanical Worker,woman,1600,20 ~ 24,81,177.5
Mechanical Worker,woman,1600,25 ~ 29,208,111.6
Mechanical Worker,woman,1600,30 ~ 34,237,150.1
Mechanical Worker,woman,1600,35 ~ 39,376,133.2
Mechanical Worker,woman,1600,40 ~ 44,377,150.7
Mechanical Worker,woman,1600,45 ~ 49,618,151.6
Mechanical Worker,woman,1600,50 ~ 54,"1,631",146.8
Mechanical Worker,woman,1600,55 ~ 59,705,151.2
Mechanical Worker,woman,1600,60 ~,601,153.3
Mechanical Worker,woman,1700,all,"9,577",153.8
Mechanical Worker,woman,1700,~ 19,0,0
Mechanical Worker,woman,1700,20 ~ 24,201,149.9
Mechanical Worker,woman,1700,25 ~ 29,413,150.5
Mechanical Worker,woman,1700,30 ~ 34,635,157.7
Mechanical Worker,woman,1700,35 ~ 39,519,151.7
Mechanical Worker,woman,1700,40 ~ 44,"1,226",155.9
Mechanical Worker,woman,1700,45 ~ 49,"1,748",155.5
Mechanical Worker,woman,1700,50 ~ 54,"2,332",155.3
Mechanical Worker,woman,1700,55 ~ 59,"1,643",146.6
Mechanical Worker,woman,1700,60 ~,860,158.4
Mechanical Worker,woman,1800,all,"21,854",153.4
Mechanical Worker,woman,1800,~ 19,54,152.8
Mechanical Worker,woman,1800,20 ~ 24,614,149
Mechanical Worker,woman,1800,25 ~ 29,"1,129",153.4
Mechanical Worker,woman,1800,30 ~ 34,"1,300",152
Mechanical Worker,woman,1800,35 ~ 39,"1,578",157.7
Mechanical Worker,woman,1800,40 ~ 44,"1,763",156.9
Mechanical Worker,woman,1800,45 ~ 49,"4,314",152.6
Mechanical Worker,woman,1800,50 ~ 54,"5,058",152.2
Mechanical Worker,woman,1800,55 ~ 59,"3,331",154.7
Mechanical Worker,woman,1800,60 ~,"2,712",152.4
Mechanical Worker,woman,1900,all,"18,237",157.8
Mechanical Worker,woman,1900,~ 19,31,200.1
Mechanical Worker,woman,1900,20 ~ 24,346,165.2
Mechanical Worker,woman,1900,25 ~ 29,634,158.4
Mechanical Worker,woman,1900,30 ~ 34,886,153.7
Mechanical Worker,woman,1900,35 ~ 39,"1,482",156.1
Mechanical Worker,woman,1900,40 ~ 44,"1,774",154.9
Mechanical Worker,woman,1900,45 ~ 49,"2,875",159.3
Mechanical Worker,woman,1900,50 ~ 54,"4,123",159
Mechanical Worker,woman,1900,55 ~ 59,"4,057",156.9
Mechanical Worker,woman,1900,60 ~,"2,029",158.7
Mechanical Worker,woman,2000,all,"15,668",164.3
Mechanical Worker,woman,2000,~ 19,98,164.3
Mechanical Worker,woman,2000,20 ~ 24,633,173.6
Mechanical Worker,woman,2000,25 ~ 29,715,168.8
Mechanical Worker,woman,2000,30 ~ 34,844,167.6
Mechanical Worker,woman,2000,35 ~ 39,975,164.4
Mechanical Worker,woman,2000,40 ~ 44,"2,121",168.4
Mechanical Worker,woman,2000,45 ~ 49,"3,467",162.1
Mechanical Worker,woman,2000,50 ~ 54,"3,349",162.4
Mechanical Worker,woman,2000,55 ~ 59,"2,492",162.6
Mechanical Worker,woman,2000,60 ~,975,162
Mechanical Worker,woman,2200,all,"32,298",168.6
Mechanical Worker,woman,2200,~ 19,108,178.4
Mechanical Worker,woman,2200,20 ~ 24,920,177.7
Mechanical Worker,woman,2200,25 ~ 29,"1,708",165.2
Mechanical Worker,woman,2200,30 ~ 34,"1,531",167.1
Mechanical Worker,woman,2200,35 ~ 39,"2,614",172.3
Mechanical Worker,woman,2200,40 ~ 44,"3,042",162.9
Mechanical Worker,woman,2200,45 ~ 49,"6,105",170.5
Mechanical Worker,woman,2200,50 ~ 54,"7,705",168.4
Mechanical Worker,woman,2200,55 ~ 59,"5,229",166.7
Mechanical Worker,woman,2200,60 ~,"3,335",170.5
Mechanical Worker,woman,2400,all,"28,619",179.5
Mechanical Worker,woman,2400,~ 19,214,167.8
Mechanical Worker,woman,2400,20 ~ 24,826,176.7
Mechanical Worker,woman,2400,25 ~ 29,"1,170",176.3
Mechanical Worker,woman,2400,30 ~ 34,988,175.2
Mechanical Worker,woman,2400,35 ~ 39,"1,800",172.7
Mechanical Worker,woman,2400,40 ~ 44,"3,067",174.5
Mechanical Worker,woman,2400,45 ~ 49,"6,763",182.2
Mechanical Worker,woman,2400,50 ~ 54,"6,981",180.2
Mechanical Worker,woman,2400,55 ~ 59,"4,931",180.9
Mechanical Worker,woman,2400,60 ~,"1,879",185.4
Mechanical Worker,woman,2600,all,"21,339",187.4
Mechanical Worker,woman,2600,~ 19,95,159.1
Mechanical Worker,woman,2600,20 ~ 24,590,175.9
Mechanical Worker,woman,2600,25 ~ 29,737,175.6
Mechanical Worker,woman,2600,30 ~ 34,"1,058",186
Mechanical Worker,woman,2600,35 ~ 39,"1,416",184.3
Mechanical Worker,woman,2600,40 ~ 44,"2,318",188.7
Mechanical Worker,woman,2600,45 ~ 49,"4,633",182.6
Mechanical Worker,woman,2600,50 ~ 54,"6,389",192.5
Mechanical Worker,woman,2600,55 ~ 59,"2,914",189.8
Mechanical Worker,woman,2600,60 ~,"1,189",191.4
Mechanical Worker,woman,2800,all,"21,431",190.1
Mechanical Worker,woman,2800,~ 19,225,185.8
Mechanical Worker,woman,2800,20 ~ 24,"1,112",181.9
Mechanical Worker,woman,2800,25 ~ 29,"1,470",176.1
Mechanical Worker,woman,2800,30 ~ 34,"1,821",201.7
Mechanical Worker,woman,2800,35 ~ 39,"1,430",189.9
Mechanical Worker,woman,2800,40 ~ 44,"2,258",189.7
Mechanical Worker,woman,2800,45 ~ 49,"4,221",189.5
Mechanical Worker,woman,2800,50 ~ 54,"5,086",190.8
Mechanical Worker,woman,2800,55 ~ 59,"2,803",190.8
Mechanical Worker,woman,2800,60 ~,"1,006",198
Mechanical Worker,woman,3000,all,"15,714",195.6
Mechanical Worker,woman,3000,~ 19,141,196.4
Mechanical Worker,woman,3000,20 ~ 24,466,177.6
Mechanical Worker,woman,3000,25 ~ 29,"1,061",195.6
Mechanical Worker,woman,3000,30 ~ 34,898,206.6
Mechanical Worker,woman,3000,35 ~ 39,"1,113",188.8
Mechanical Worker,woman,3000,40 ~ 44,"1,282",190.3
Mechanical Worker,woman,3000,45 ~ 49,"2,951",200
Mechanical Worker,woman,3000,50 ~ 54,"4,043",196.8
Mechanical Worker,woman,3000,55 ~ 59,"2,809",190.6
Mechanical Worker,woman,3000,60 ~,950,206
Mechanical Worker,woman,3500,all,"28,877",198.5
Mechanical Worker,woman,3500,~ 19,250,178.5
Mechanical Worker,woman,3500,20 ~ 24,"1,763",196.3
Mechanical Worker,woman,3500,25 ~ 29,"3,018",195.4
Mechanical Worker,woman,3500,30 ~ 34,"2,861",194.7
Mechanical Worker,woman,3500,35 ~ 39,"2,048",189.2
Mechanical Worker,woman,3500,40 ~ 44,"2,977",194.6
Mechanical Worker,woman,3500,45 ~ 49,"5,088",202.7
Mechanical Worker,woman,3500,50 ~ 54,"5,825",200.5
Mechanical Worker,woman,3500,55 ~ 59,"3,881",206.8
Mechanical Worker,woman,3500,60 ~,"1,164",195.1
Mechanical Worker,woman,4000,all,"16,871",198.5
Mechanical Worker,woman,4000,~ 19,93,170.1
Mechanical Worker,woman,4000,20 ~ 24,"1,230",205.2
Mechanical Worker,woman,4000,25 ~ 29,"2,855",191.6
Mechanical Worker,woman,4000,30 ~ 34,"2,242",194.5
Mechanical Worker,woman,4000,35 ~ 39,"1,738",188.9
Mechanical Worker,woman,4000,40 ~ 44,"1,802",198.2
Mechanical Worker,woman,4000,45 ~ 49,"2,665",209.9
Mechanical Worker,woman,4000,50 ~ 54,"2,160",205.1
Mechanical Worker,woman,4000,55 ~ 59,"1,875",195.3
Mechanical Worker,woman,4000,60 ~,212,205.2
Mechanical Worker,woman,4500,all,"10,239",191.2
Mechanical Worker,woman,4500,~ 19,98,161.1
Mechanical Worker,woman,4500,20 ~ 24,829,176.8
Mechanical Worker,woman,4500,25 ~ 29,"1,986",183.1
Mechanical Worker,woman,4500,30 ~ 34,"1,780",185.1
Mechanical Worker,woman,4500,35 ~ 39,973,193.4
Mechanical Worker,woman,4500,40 ~ 44,"1,123",189.8
Mechanical Worker,woman,4500,45 ~ 49,"1,370",210.2
Mechanical Worker,woman,4500,50 ~ 54,"1,355",198.2
Mechanical Worker,woman,4500,55 ~ 59,657,202
Mechanical Worker,woman,4500,60 ~,68,177.2
Mechanical Worker,woman,5000,all,"8,020",177.2
Mechanical Worker,woman,5000,~ 19,119,175.8
Mechanical Worker,woman,5000,20 ~ 24,"1,052",165.3
Mechanical Worker,woman,5000,25 ~ 29,"2,209",166
Mechanical Worker,woman,5000,30 ~ 34,"1,683",173.1
Mechanical Worker,woman,5000,35 ~ 39,935,177.6
Mechanical Worker,woman,5000,40 ~ 44,582,201.9
Mechanical Worker,woman,5000,45 ~ 49,454,193.6
Mechanical Worker,woman,5000,50 ~ 54,489,198.5
Mechanical Worker,woman,5000,55 ~ 59,478,201.2
Mechanical Worker,woman,5000,60 ~,19,196.6
Mechanical Worker,woman,6000,all,"10,166",175.9
Mechanical Worker,woman,6000,~ 19,74,173.1
Mechanical Worker,woman,6000,20 ~ 24,776,173.1
Mechanical Worker,woman,6000,25 ~ 29,"3,293",168.4
Mechanical Worker,woman,6000,30 ~ 34,"2,590",170.5
Mechanical Worker,woman,6000,35 ~ 39,"1,615",177.8
Mechanical Worker,woman,6000,40 ~ 44,687,195.2
Mechanical Worker,woman,6000,45 ~ 49,455,194.2
Mechanical Worker,woman,6000,50 ~ 54,384,195.6
Mechanical Worker,woman,6000,55 ~ 59,238,198.6
Mechanical Worker,woman,6000,60 ~,54,233.6
Mechanical Worker,woman,10000,all,"11,846",178.4
Mechanical Worker,woman,10000,~ 19,5,213
Mechanical Worker,woman,10000,20 ~ 24,138,186.6
Mechanical Worker,woman,10000,25 ~ 29,"2,722",178.3
Mechanical Worker,woman,10000,30 ~ 34,"4,115",176.5
Mechanical Worker,woman,10000,35 ~ 39,"2,691",173.6
Mechanical Worker,woman,10000,40 ~ 44,"1,101",186.1
Mechanical Worker,woman,10000,45 ~ 49,391,208.5
Mechanical Worker,woman,10000,50 ~ 54,350,186.8
Mechanical Worker,woman,10000,55 ~ 59,255,171.7
Mechanical Worker,woman,10000,60 ~,79,162.1
Elementary Workers,all,all,all,"916,979",167.2
Elementary Workers,all,all,~ 19,"4,272",118.1
Elementary Workers,all,all,20 ~ 24,"34,005",155.3
Elementary Workers,all,all,25 ~ 29,"50,924",172.7
Elementary Workers,all,all,30 ~ 34,"55,160",170.4
Elementary Workers,all,all,35 ~ 39,"66,438",169
Elementary Workers,all,all,40 ~ 44,"69,365",168.8
Elementary Workers,all,all,45 ~ 49,"100,648",168.2
Elementary Workers,all,all,50 ~ 54,"129,961",165.2
Elementary Workers,all,all,55 ~ 59,"138,842",170.2
Elementary Workers,all,all,60 ~,"267,364",166.1
Elementary Workers,all,800,all,"27,139",55.9
Elementary Workers,all,800,~ 19,"1,260",42.5
Elementary Workers,all,800,20 ~ 24,"4,188",61.6
Elementary Workers,all,800,25 ~ 29,"1,861",64.2
Elementary Workers,all,800,30 ~ 34,"1,746",61.7
Elementary Workers,all,800,35 ~ 39,"1,373",65.5
Elementary Workers,all,800,40 ~ 44,"1,789",63.5
Elementary Workers,all,800,45 ~ 49,"2,059",58.8
Elementary Workers,all,800,50 ~ 54,"3,731",57.8
Elementary Workers,all,800,55 ~ 59,"1,954",50.6
Elementary Workers,all,800,60 ~,"7,179",47.3
Elementary Workers,all,900,all,"9,586",83.2
Elementary Workers,all,900,~ 19,165,78.9
Elementary Workers,all,900,20 ~ 24,"1,053",95.8
Elementary Workers,all,900,25 ~ 29,285,80.1
Elementary Workers,all,900,30 ~ 34,690,81.1
Elementary Workers,all,900,35 ~ 39,"1,011",80.5
Elementary Workers,all,900,40 ~ 44,957,86.3
Elementary Workers,all,900,45 ~ 49,"1,217",79.7
Elementary Workers,all,900,50 ~ 54,"1,146",77.5
Elementary Workers,all,900,55 ~ 59,940,82.8
Elementary Workers,all,900,60 ~,"2,121",83.4
Elementary Workers,all,1000,all,"24,021",83
Elementary Workers,all,1000,~ 19,165,95
Elementary Workers,all,1000,20 ~ 24,"1,050",88.8
Elementary Workers,all,1000,25 ~ 29,"1,033",86.2
Elementary Workers,all,1000,30 ~ 34,"3,098",79.7
Elementary Workers,all,1000,35 ~ 39,"4,424",79.5
Elementary Workers,all,1000,40 ~ 44,"3,794",81.7
Elementary Workers,all,1000,45 ~ 49,"2,841",82.2
Elementary Workers,all,1000,50 ~ 54,"3,003",81.7
Elementary Workers,all,1000,55 ~ 59,"2,037",89.8
Elementary Workers,all,1000,60 ~,"2,577",87.2
Elementary Workers,all,1100,all,"13,603",100.7
Elementary Workers,all,1100,~ 19,181,97.1
Elementary Workers,all,1100,20 ~ 24,604,109.1
Elementary Workers,all,1100,25 ~ 29,485,112.1
Elementary Workers,all,1100,30 ~ 34,270,99.8
Elementary Workers,all,1100,35 ~ 39,711,101.1
Elementary Workers,all,1100,40 ~ 44,877,107.7
Elementary Workers,all,1100,45 ~ 49,"1,821",97.5
Elementary Workers,all,1100,50 ~ 54,"2,060",100.8
Elementary Workers,all,1100,55 ~ 59,"1,250",98.2
Elementary Workers,all,1100,60 ~,"5,344",99.4
Elementary Workers,all,1200,all,"18,670",110
Elementary Workers,all,1200,~ 19,138,119.7
Elementary Workers,all,1200,20 ~ 24,663,101.3
Elementary Workers,all,1200,25 ~ 29,363,118.3
Elementary Workers,all,1200,30 ~ 34,271,96.8
Elementary Workers,all,1200,35 ~ 39,671,108.3
Elementary Workers,all,1200,40 ~ 44,538,96.1
Elementary Workers,all,1200,45 ~ 49,981,109.5
Elementary Workers,all,1200,50 ~ 54,"1,779",109.4
Elementary Workers,all,1200,55 ~ 59,"1,843",113.8
Elementary Workers,all,1200,60 ~,"11,425",110.7
Elementary Workers,all,1300,all,"18,793",120.4
Elementary Workers,all,1300,~ 19,116,130.5
Elementary Workers,all,1300,20 ~ 24,764,132.3
Elementary Workers,all,1300,25 ~ 29,301,128.5
Elementary Workers,all,1300,30 ~ 34,355,136.9
Elementary Workers,all,1300,35 ~ 39,759,119.2
Elementary Workers,all,1300,40 ~ 44,899,122.5
Elementary Workers,all,1300,45 ~ 49,"2,038",122.9
Elementary Workers,all,1300,50 ~ 54,"1,916",114.6
Elementary Workers,all,1300,55 ~ 59,"2,468",115.1
Elementary Workers,all,1300,60 ~,"9,178",120.3
Elementary Workers,all,1400,all,"28,977",130.1
Elementary Workers,all,1400,~ 19,95,117.6
Elementary Workers,all,1400,20 ~ 24,538,117.8
Elementary Workers,all,1400,25 ~ 29,712,122.3
Elementary Workers,all,1400,30 ~ 34,"1,270",142.9
Elementary Workers,all,1400,35 ~ 39,"1,093",124
Elementary Workers,all,1400,40 ~ 44,"1,043",118.3
Elementary Workers,all,1400,45 ~ 49,"1,878",130.7
Elementary Workers,all,1400,50 ~ 54,"2,614",122.2
Elementary Workers,all,1400,55 ~ 59,"3,623",131.8
Elementary Workers,all,1400,60 ~,"16,111",131.9
Elementary Workers,all,1500,all,"21,284",136.9
Elementary Workers,all,1500,~ 19,50,149.2
Elementary Workers,all,1500,20 ~ 24,670,151.3
Elementary Workers,all,1500,25 ~ 29,493,139.6
Elementary Workers,all,1500,30 ~ 34,601,143.9
Elementary Workers,all,1500,35 ~ 39,385,132.5
Elementary Workers,all,1500,40 ~ 44,"1,030",135.3
Elementary Workers,all,1500,45 ~ 49,"1,617",139.2
Elementary Workers,all,1500,50 ~ 54,"2,203",139.8
Elementary Workers,all,1500,55 ~ 59,"2,926",135.1
Elementary Workers,all,1500,60 ~,"11,308",135.5
Elementary Workers,all,1600,all,"27,606",143.9
Elementary Workers,all,1600,~ 19,44,145.1
Elementary Workers,all,1600,20 ~ 24,485,144.5
Elementary Workers,all,1600,25 ~ 29,"1,143",147.5
Elementary Workers,all,1600,30 ~ 34,787,145.9
Elementary Workers,all,1600,35 ~ 39,823,137.9
Elementary Workers,all,1600,40 ~ 44,"1,299",132.7
Elementary Workers,all,1600,45 ~ 49,"2,307",140.4
Elementary Workers,all,1600,50 ~ 54,"2,767",137.5
Elementary Workers,all,1600,55 ~ 59,"4,274",146.4
Elementary Workers,all,1600,60 ~,"13,677",145.9
Elementary Workers,all,1700,all,"25,999",154
Elementary Workers,all,1700,~ 19,98,151.3
Elementary Workers,all,1700,20 ~ 24,753,149.8
Elementary Workers,all,1700,25 ~ 29,860,158.6
Elementary Workers,all,1700,30 ~ 34,673,148.6
Elementary Workers,all,1700,35 ~ 39,882,162.5
Elementary Workers,all,1700,40 ~ 44,"1,110",162
Elementary Workers,all,1700,45 ~ 49,"2,505",149.8
Elementary Workers,all,1700,50 ~ 54,"3,552",148.1
Elementary Workers,all,1700,55 ~ 59,"3,977",152.5
Elementary Workers,all,1700,60 ~,"11,590",156.2
Elementary Workers,all,1800,all,"68,758",162.3
Elementary Workers,all,1800,~ 19,511,156
Elementary Workers,all,1800,20 ~ 24,"2,313",157.8
Elementary Workers,all,1800,25 ~ 29,"2,964",160.1
Elementary Workers,all,1800,30 ~ 34,"2,656",154.7
Elementary Workers,all,1800,35 ~ 39,"3,295",157.4
Elementary Workers,all,1800,40 ~ 44,"3,969",156.9
Elementary Workers,all,1800,45 ~ 49,"6,737",157.1
Elementary Workers,all,1800,50 ~ 54,"9,671",157.9
Elementary Workers,all,1800,55 ~ 59,"11,855",160.2
Elementary Workers,all,1800,60 ~,"24,787",169.6
Elementary Workers,all,1900,all,"65,353",168.1
Elementary Workers,all,1900,~ 19,518,157.1
Elementary Workers,all,1900,20 ~ 24,"2,758",160.9
Elementary Workers,all,1900,25 ~ 29,"2,532",153.4
Elementary Workers,all,1900,30 ~ 34,"3,168",164.9
Elementary Workers,all,1900,35 ~ 39,"2,902",164.3
Elementary Workers,all,1900,40 ~ 44,"4,500",168.3
Elementary Workers,all,1900,45 ~ 49,"5,045",161.9
Elementary Workers,all,1900,50 ~ 54,"7,768",160
Elementary Workers,all,1900,55 ~ 59,"10,023",164.4
Elementary Workers,all,1900,60 ~,"26,139",176.3
Elementary Workers,all,2000,all,"71,878",175.4
Elementary Workers,all,2000,~ 19,68,155.3
Elementary Workers,all,2000,20 ~ 24,"2,638",171.3
Elementary Workers,all,2000,25 ~ 29,"4,197",165.3
Elementary Workers,all,2000,30 ~ 34,"2,925",164.1
Elementary Workers,all,2000,35 ~ 39,"3,303",164.6
Elementary Workers,all,2000,40 ~ 44,"3,768",161.6
Elementary Workers,all,2000,45 ~ 49,"6,667",161.4
Elementary Workers,all,2000,50 ~ 54,"9,009",161.6
Elementary Workers,all,2000,55 ~ 59,"9,559",163.9
Elementary Workers,all,2000,60 ~,"29,744",192.2
Elementary Workers,all,2200,all,"118,340",178.1
Elementary Workers,all,2200,~ 19,418,180.8
Elementary Workers,all,2200,20 ~ 24,"4,098",174.2
Elementary Workers,all,2200,25 ~ 29,"6,713",173.1
Elementary Workers,all,2200,30 ~ 34,"6,844",171.4
Elementary Workers,all,2200,35 ~ 39,"6,305",168.4
Elementary Workers,all,2200,40 ~ 44,"7,269",169.2
